"","genus","quality_grade","identifications_most_agree","species_guess","num_identification_disagreements","identifications_count","species_count","RatioDisagree"
"13340","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13341","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13342","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13343","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13344","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13345","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13346","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13347","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13348","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13349","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13350","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13351","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13352","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13353","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13354","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13355","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13356","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13357","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13358","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"13359","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13360","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13361","Bombus","casual",TRUE,"Red-belted Bumble Bee",0,1,56,0
"13362","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"13363","Bombus","research",TRUE,"Bombus rufocinctus",0,1,56,0
"13364","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13365","Bombus","research",TRUE,"bourdon boréal",0,2,56,0
"13366","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13367","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13368","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13369","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13370","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2,56,0
"13371","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13372","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13373","Nomada","research",TRUE,"Maculated Cuckoo Nomad Bee",0,1,33,0
"13374","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13375","Apis","casual",FALSE,NA,0,0,1,NA
"13376","Bombus","needs_id",FALSE,"Bourdon",0,0,56,NA
"13377","Apis","casual",FALSE,"Western Honey Bee",0,0,1,NA
"13378","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13379","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13380","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13381","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13382","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13383","Apidae","casual",FALSE,"Honey Bees, Bumble Bees, and Allies",0,0,NA,NA
"13384","Apis","research",TRUE,"Abeille européenne",0,1,1,0
"13385","Bombus","research",TRUE,"Bombus ternarius",0,1,56,0
"13386","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13387","Bombus","needs_id",FALSE,"Half-black Bumble Bee",0,0,56,NA
"13388","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13389","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13390","Bombus","needs_id",FALSE,"Bourdon",0,0,56,NA
"13391","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2,56,0
"13392","Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1,56,0
"13393","Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1,56,0
"13394","Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13395","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13396","Bombus","needs_id",FALSE,"Bourdon",0,0,56,NA
"13397","Bombus","needs_id",FALSE,"Bourdon",0,0,56,NA
"13398","Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13399","Bombus","needs_id",FALSE,"Bourdon",0,0,56,NA
"13400","Bombus","needs_id",FALSE,"Bourdon",0,0,56,NA
"13401","Bombus","research",TRUE,"Bombus ternarius",0,1,56,0
"13402","Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1,56,0
"13403","Ceratina","needs_id",TRUE,"Zadontomerus",0,2,8,0
"13404","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13405","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13406","Bombus","needs_id",TRUE,"Half-black Bumble Bee",0,1,56,0
"13407","Anthophora","needs_id",FALSE,"Hairy-footed Flower Bee",0,0,11,NA
"13408","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13409","Bombus","research",TRUE,"Red-belted Bumble Bee",0,2,56,0
"13410","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13411","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13412","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"13413","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,4,56,0
"13414","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"13415","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"13416","Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1,1,0
"13417","Bombus","research",TRUE,"American Bumble Bee",0,2,56,0
"13418","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2,56,0
"13419","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13420","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"13421","Bombus","needs_id",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"13422","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13423","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13424","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13425","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"13426","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"13427","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2,56,0
"13428","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2,56,0
"13429","Apis","research",TRUE,"Western Honey Bee",0,4,1,0
"13430","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"13431","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2,56,0
"13432","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13433","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13434","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13435","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13436","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13437","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13438","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13439","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13440","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13441","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"13442","Apis","research",TRUE,"Western Honey Bee",1,4,1,0.25
"13443","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,3,56,0
"13444","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,3,56,0
"13445","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"13446","Bombus","research",TRUE,"Brown-belted Bumble Bee",1,3,56,0.333333333333333
"13447","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13448","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2,56,0
"13449","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13450","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"13451","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"13452","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13453","Apis","casual",TRUE,"Western Honey Bee",0,1,1,0
"13454","Xylocopa","research",FALSE,"Eastern Carpenter Bee",0,0,1,NA
"13455","Melissodes","research",TRUE,"Drury's Long-horned Bee",0,1,21,0
"13456","Melissodes","research",TRUE,"Drury's Long-horned Bee",0,1,21,0
"13457","Melissodes","research",TRUE,"Drury's Long-horned Bee",0,1,21,0
"13458","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"13459","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13460","Bombus","research",FALSE,"Brown-belted Bumble Bee",0,0,56,NA
"13461","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13462","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13463","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"13464","Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1,56,0
"13465","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13466","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13467","Bombus","research",FALSE,"Brown-belted Bumble Bee",0,0,56,NA
"13468","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"13469","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13470","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13471","Xylocopa","research",FALSE,"Eastern Carpenter Bee",0,0,1,NA
"13472","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13473","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13474","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"13475","Bombus","needs_id",TRUE,"Half-black Bumble Bee",0,2,56,0
"13476","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"13477","Bombus","research",FALSE,"Brown-belted Bumble Bee",0,0,56,NA
"13478","Bombus","research",FALSE,"Brown-belted Bumble Bee",0,0,56,NA
"13479","Bombus","research",FALSE,"Brown-belted Bumble Bee",0,0,56,NA
"13480","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13481","Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13482","Bombus","research",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"13483","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13484","Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13485","Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13486","Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13487","Triepeolus","needs_id",TRUE,"Triepeolus",0,1,10,0
"13488","Melissodes","needs_id",FALSE,"Eumelissodes",0,0,21,NA
"13489","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13490","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13491","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13492","Bombus","research",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"13493","Xylocopa","research",FALSE,"Eastern Carpenter Bee",0,0,1,NA
"13494","Nomada","needs_id",TRUE,"Nomad Bees",0,3,33,0
"13495","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13496","Nomada","needs_id",TRUE,"Nomad Bees",0,3,33,0
"13497","Melissodes","research",FALSE,"Thistle Long-horned Bee",0,0,21,NA
"13498","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"13499","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13500","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13501","Ceratina","needs_id",FALSE,"Zadontomerus",0,0,8,NA
"13502","Ceratina","needs_id",FALSE,"Zadontomerus",0,0,8,NA
"13503","Peponapis","research",TRUE,"Pruinose Squash Bee",0,2,1,0
"13504","Melissodes","research",FALSE,"Thistle Long-horned Bee",0,0,21,NA
"13505","Melissodes","research",FALSE,"Thistle Long-horned Bee",0,0,21,NA
"13506","Ceratina","research",TRUE,"Spurred Carpenter Bee",0,1,8,0
"13507","Ceratina","research",TRUE,"Spurred Carpenter Bee",0,1,8,0
"13508","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13509","Bombus","research",TRUE,"Red-belted Bumble Bee",0,2,56,0
"13510","Triepeolus","research",FALSE,"Lunate Longhorn-Cuckoo",0,0,10,NA
"13511","Bombus","research",FALSE,"Perplexing Bumble Bee",0,0,56,NA
"13512","Bombus","research",FALSE,"Perplexing Bumble Bee",0,0,56,NA
"13513","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"13514","Ceratina","needs_id",FALSE,"Zadontomerus",0,0,8,NA
"13515","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13516","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13517","Xylocopa","research",FALSE,"Eastern Carpenter Bee",0,0,1,NA
"13518","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13519","Xylocopa","research",FALSE,"Eastern Carpenter Bee",0,0,1,NA
"13520","Bombus","casual",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13521","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"13522","Bombus","research",FALSE,"Tricolored Bumble Bee",0,0,56,NA
"13523","Bombus","research",FALSE,"Tricolored Bumble Bee",0,0,56,NA
"13524","Bombus","research",FALSE,"Tricolored Bumble Bee",0,0,56,NA
"13525","Bombus","research",FALSE,"Tricolored Bumble Bee",0,0,56,NA
"13526","Bombus","research",TRUE,"American Bumble Bee",0,3,56,0
"13527","Bombus","research",FALSE,"Black-and-gold Bumble Bee",0,0,56,NA
"13528","Bombus","research",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"13529","Apis","casual",FALSE,NA,0,0,1,NA
"13530","Bombus","research",FALSE,"Northern Amber Bumble Bee",0,0,56,NA
"13531","Bombus","research",FALSE,"Tricolored Bumble Bee",0,0,56,NA
"13532","Bombus","research",FALSE,"Tricolored Bumble Bee",0,0,56,NA
"13533","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13534","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"13535","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13536","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13537","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13538","Bombus","research",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"13539","Bombus","research",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"13540","Bombus","research",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"13541","Bombus","research",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"13542","Bombus","research",FALSE,"Brown-belted Bumble Bee",0,0,56,NA
"13543","Bombus","research",FALSE,"Two-spotted Bumble Bee",0,0,56,NA
"13544","Bombus","research",FALSE,"Two-spotted Bumble Bee",0,0,56,NA
"13545","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13546","Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13547","Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13548","Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13549","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13550","Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13551","Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13552","Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13553","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"13554","Xylocopa","research",FALSE,"Eastern Carpenter Bee",0,0,1,NA
"13555","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13556","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13557","Bombus","research",FALSE,"Two-spotted Bumble Bee",0,0,56,NA
"13558","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13559","Ceratina","needs_id",FALSE,"Zadontomerus",0,0,8,NA
"13560","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"13561","Bombus","research",TRUE,"Red-belted Bumble Bee",0,3,56,0
"13562","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13563","Bombus","research",FALSE,"Half-black Bumble Bee",0,0,56,NA
"13564","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"13565","Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13566","Bombus","needs_id",TRUE,"Perplexing Bumble Bee",0,1,56,0
"13567","Bombus","research",FALSE,"Northern Amber Bumble Bee",0,0,56,NA
"13568","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13569","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"13570","Bombus","needs_id",TRUE,"Fernald's Cuckoo Bumble Bee",0,1,56,0
"13571","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13572","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13573","Bombus","research",FALSE,"Perplexing Bumble Bee",0,0,56,NA
"13574","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"13575","Bombus","needs_id",FALSE,"Bourdon",0,0,56,NA
"13576","Apis","research",FALSE,"Abeille européenne",0,0,1,NA
"13577","Bombus","research",FALSE,"Lemon Cuckoo Bumble Bee",0,0,56,NA
"13578","Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13579","Apis","research",FALSE,"Western Honey Bee",0,0,1,NA
"13580","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13581","Anthophora","research",TRUE,"Orange-tipped Wood-digger Bee",0,2,11,0
"13582","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13583","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13584","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"13585","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13586","Apidae","needs_id",TRUE,"Honey Bees, Bumble Bees, and Allies",0,3,NA,0
"13587","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"13588","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13589","Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1,56,0
"13590","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13591","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"13592","Holcopasites","research",TRUE,"Holcopasites calliopsidis",0,1,2,0
"13593","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13594","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13595","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"13596","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13597","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13598","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13599","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13600","Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1,1,0
"13601","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13602","Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1,21,0
"13603","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13604","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13605","Ceratina","needs_id",TRUE,"Zadontomerus",0,2,8,0
"13606","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13607","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13608","Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1,21,0
"13609","Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1,21,0
"13610","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"13611","Epeolus","research",TRUE,"Notch-backed Cellophane-cuckoo Bee",0,1,12,0
"13612","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13613","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"13614","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"13615","Epeolus","research",TRUE,"Autumnal Cellophane-cuckoo Bee",0,2,12,0
"13616","Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1,56,0
"13617","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2,56,0
"13618","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2,56,0
"13619","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"13620","Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1,21,0
"13621","Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1,21,0
"13622","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13623","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"13624","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2,56,0
"13625","Melissodes","needs_id",TRUE,"Melissodes",0,2,21,0
"13626","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"13627","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13628","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13629","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13630","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13631","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13632","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13633","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13634","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"13635","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13636","Melissodes","research",TRUE,"Drury's Long-horned Bee",0,1,21,0
"13637","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13638","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13639","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13640","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13641","Epeolus","needs_id",TRUE,"Notch-backed Cellophane-cuckoo Bee",0,1,12,0
"13642","Ceratina","needs_id",FALSE,"Zadontomerus",0,0,8,NA
"13643","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"13644","Epeolus","research",TRUE,"Notch-backed Cellophane-cuckoo Bee",0,2,12,0
"13645","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13646","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13647","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"13648","Bombus","research",TRUE,"Perplexing Bumble Bee",0,2,56,0
"13649","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13650","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"13651","Melissodes","research",TRUE,"Drury's Long-horned Bee",0,1,21,0
"13652","Triepeolus","needs_id",TRUE,"Triepeolus",0,1,10,0
"13653","Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1,56,0
"13654","Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1,1,0
"13655","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13656","Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1,21,0
"13657","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13658","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13659","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13660","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13661","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13662","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13663","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13664","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"13665","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13666","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13667","Bombus","research",TRUE,"Bombus ternarius",0,1,56,0
"13668","Bombus","research",TRUE,"Bombus ternarius",0,2,56,0
"13669","Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1,1,0
"13670","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13671","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13672","Ceratina","needs_id",TRUE,"Zadontomerus",0,2,8,0
"13673","Bombus","research",TRUE,"Bombus sandersoni",0,1,56,0
"13674","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13675","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"13676","Bombus","needs_id",TRUE,"Perplexing Bumble Bee",0,1,56,0
"13677","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
